name,iata_code,airport,is_company,customer
Charlottetown,YYG,True,True,False
Taloyoak,YYH,True,True,False
Victoria Intl,YYJ,True,True,False
Lynn Lake,YYL,True,True,False
Swift Current,YYN,True,True,False
Churchill,YYQ,True,True,False
Goose Bay,YYR,True,True,False
St Johns Intl,YYT,True,True,False
Kapuskasing,YYU,True,True,False
Armstrong,YYW,True,True,False
Mont Joli,YYY,True,True,False
Lester B Pearson Intl,YYZ,True,True,False
Downsview,YZD,True,True,False
Gore Bay Manitoulin,YZE,True,True,False
Yellowknife,YZF,True,True,False
Slave Lake,YZH,True,True,False
Sandspit,YZP,True,True,False
Chris Hadfield,YZR,True,True,False
Port Hardy,YZT,True,True,False
Whitecourt,YZU,True,True,False
Sept Iles,YZV,True,True,False
Teslin,YZW,True,True,False
Greenwood,YZX,True,True,False
Faro,ZFA,True,True,False
Fort Mcpherson,ZFM,True,True,False
Blida,,True,True,False
Bou Saada,,True,True,False
Soummam,BJA,True,True,False
Houari Boumediene,ALG,True,True,False
Tiska,DJG,True,True,False
Boufarik,QFD,True,True,False
Reggane,,True,True,False
Illizi Takhamalt,VVZ,True,True,False
Ain Oussera,,True,True,False
Tamanrasset,TMR,True,True,False
Jijel,GJL,True,True,False
Mecheria,,True,True,False
Relizane,,True,True,False
Annaba,AAE,True,True,False
Mohamed Boudiaf Intl,CZL,True,True,False
Cheikh Larbi Tebessi,TEE,True,True,False
Hassi R Mel,HRM,True,True,False
Bou Chekif,TID,True,True,False
Bou Sfer,,True,True,False
Tindouf,TIN,True,True,False
Ech Cheliff,QAS,True,True,False
Tafaraoui,TAF,True,True,False
Zenata,TLM,True,True,False
Es Senia,ORN,True,True,False
Sidi Bel Abbes,,True,True,False
Ghriss,MUW,True,True,False
Touat Cheikh Sidi Mohamed Belkebir,AZR,True,True,False
Biskra,BSK,True,True,False
El Golea,ELG,True,True,False
Noumerat,GHA,True,True,False
Oued Irara,HME,True,True,False
In Salah,INZ,True,True,False
Sidi Mahdi,TGR,True,True,False
Laghouat,LOO,True,True,False
Timimoun,TMX,True,True,False
Ouargla,OGX,True,True,False
In Amenas,IAM,True,True,False
Cadjehoun,COO,True,True,False
Ouagadougou,OUA,True,True,False
Bobo Dioulasso,BOY,True,True,False
Kotoka Intl,ACC,True,True,False
Tamale,TML,True,True,False
Wa,,True,True,False
Sunyani,NYI,True,True,False
Takoradi,TKD,True,True,False
Abidjan Felix Houphouet Boigny Intl,ABJ,True,True,False
Bouake,BYK,True,True,False
Daloa,DJO,True,True,False
Korhogo,HGO,True,True,False
Man,MJC,True,True,False
San Pedro,SPY,True,True,False
Yamoussoukro,ASK,True,True,False
Nnamdi Azikiwe Intl,ABV,True,True,False
Akure,AKR,True,True,False
Benin,BNI,True,True,False
Calabar,CBQ,True,True,False
Enugu,ENU,True,True,False
Gusau,QUS,True,True,False
Ibadan,IBA,True,True,False
Ilorin,ILR,True,True,False
Yakubu Gowon,JOS,True,True,False
Kaduna,KAD,True,True,False
Mallam Aminu Intl,KAN,True,True,False
Maiduguri,MIU,True,True,False
Makurdi,MDI,True,True,False
Murtala Muhammed,LOS,True,True,False
Minna New,MXJ,True,True,False
Port Harcourt Intl,PHC,True,True,False
Sadiq Abubakar Iii Intl,SKO,True,True,False
Yola,YOL,True,True,False
Zaria,ZAR,True,True,False
Maradi,MFQ,True,True,False
Diori Hamani,NIM,True,True,False
Tahoua,THZ,True,True,False
Manu Dayak,AJY,True,True,False
Dirkou,,True,True,False
Diffa,,True,True,False
Zinder,ZND,True,True,False
Habib Bourguiba Intl,MIR,True,True,False
Carthage,TUN,True,True,False
Sidi Ahmed Air Base,,True,True,False
Remada,,True,True,False
Gafsa,GAF,True,True,False
Gabes,GAE,True,True,False
Borj El Amri,,True,True,False
Zarzis,DJE,True,True,False
El Borma,EBM,True,True,False
Thyna,SFA,True,True,False
Nefta,TOE,True,True,False
Niamtougou International,LRL,True,True,False
Gnassingbe Eyadema Intl,LFW,True,True,False
Deurne,ANR,True,True,False
Beauvechain,,True,True,False
Kleine Brogel,,True,True,False
Brussels Natl,BRU,True,True,False
Bertrix,,True,True,False
Brussels South,CRL,True,True,False
Chievres Ab,,True,True,False
Koksijde,,True,True,False
Florennes,,True,True,False
Wevelgem,QKT,True,True,False
Liege,LGG,True,True,False
Oostende,OST,True,True,False
Zutendaal,,True,True,False
Sint Truiden,,True,True,False
Saint Hubert Mil,,True,True,False
Ursel,,True,True,False
Weelde,,True,True,False
Zoersel,,True,True,False
Bautzen,BBJ,True,True,False
Altenburg Nobitz,AOC,True,True,False
Dessau,,True,True,False
Eisenhuttenstadt,,True,True,False
Putnam County Airport,4I7,True,True,False
Grossenhain,,True,True,False
Merseburg,,True,True,False
Halle Oppin,,True,True,False
Riesa Gohlis,,True,True,False
Rechlin Larz,,True,True,False
Strausberg,,True,True,False
Schonhagen,,True,True,False
Barth,BBH,True,True,False
Jena Schongleina,,True,True,False
Kyritz,,True,True,False
Magdeburg,,True,True,False
Rothenburg Gorlitz,,True,True,False
Anklam,,True,True,False
Cottbus Drewitz,,True,True,False
Kamenz,,True,True,False
Schonefeld,SXF,True,True,False
Dresden,DRS,True,True,False
Erfurt,ERF,True,True,False
Frankfurt Main,FRA,True,True,False
Munster Osnabruck,FMO,True,True,False
Hamburg,HAM,True,True,False
Tempelhof,THF,True,True,False
Koln Bonn,CGN,True,True,False
Dusseldorf,DUS,True,True,False
Franz Josef Strauss,MUC,True,True,False
Nurnberg,NUE,True,True,False
Leipzig Halle,LEJ,True,True,False
Saarbrucken,SCN,True,True,False
Stuttgart,STR,True,True,False
Tegel,TXL,True,True,False
Hannover,HAJ,True,True,False
Neuenland,BRE,True,True,False
Egelsbach,,True,True,False
Frankfurt Hahn,HHN,True,True,False
Mannheim City,MHG,True,True,False
Allendorf Eder,,True,True,False
Worms,,True,True,False
Mainz Finthen,,True,True,False
Eisenach Kindel,,True,True,False
Siegerland,,True,True,False
Hamburg Finkenwerder,XFW,True,True,False
Kiel Holtenau,KEL,True,True,False
Lubeck Blankensee,LBC,True,True,False
Dahlemer Binz,,True,True,False
Meinerzhagen,,True,True,False
Arnsberg Menden,ZCA,True,True,False
Essen Mulheim,ESS,True,True,False
Bielefeld,,True,True,False
Monchengladbach,MGL,True,True,False
Paderborn Lippstadt,PAD,True,True,False
Stadtlohn Vreden,,True,True,False
Dortmund,DTM,True,True,False
Augsburg,AGB,True,True,False
Biberach An Der Riss,,True,True,False
Eggenfelden,,True,True,False
Mindelheim Mattsies,,True,True,False
Oberpfaffenhofen,OBF,True,True,False
Straubing,,True,True,False
Vilshofen,,True,True,False
Leutkirch Unterzeil,,True,True,False
Friedrichshafen,FDH,True,True,False
Schwerin Parchim,SZW,True,True,False
Stendal Borstel,ZSN,True,True,False
Aalen Heidenheim Elchingen,,True,True,False
Bayreuth,BYU,True,True,False
Burg Feuerstein,,True,True,False
Hof Plauen,HOQ,True,True,False
Hassfurt Schweinfurt,,True,True,False
Koblenz Winningen,ZNV,True,True,False
Trier Fohren,ZQF,True,True,False
Speyer,ZQC,True,True,False
Zweibrucken,,True,True,False
Donaueschingen Villingen,ZQL,True,True,False
Freiburg,,True,True,False
Mengen Hohentengen,,True,True,False
Schwabisch Hall,,True,True,False
Finsterwalde Schacksdorf,,True,True,False
Braunschweig Wolfsburg,BWE,True,True,False
Kassel Calden,KSF,True,True,False
Hildesheim,,True,True,False
Bremerhaven,BRV,True,True,False
Emden,EME,True,True,False
Leer Papenburg,,True,True,False
Wilhelmshaven Mariensiel,WVN,True,True,False
Borkum,BMK,True,True,False
Norderney,NRD,True,True,False
Flensburg Schaferhaus,FLF,True,True,False
Rendsburg Schachtholm,,True,True,False
Westerland Sylt,GWT,True,True,False
Amari,,True,True,False
Kardla,KDL,True,True,False
Kuressaare,URE,True,True,False
Parnu,EPU,True,True,False
Tallinn,TLL,True,True,False
Tartu,TAY,True,True,False
Enontekio,ENF,True,True,False
Eura,,True,True,False
Halli,KEV,True,True,False
Helsinki Malmi,HEM,True,True,False
Helsinki Vantaa,HEL,True,True,False
Hameenkyro,,True,True,False
Hanko,,True,True,False
Hyvinkaa,HYV,True,True,False
Kiikala,,True,True,False
Immola,,True,True,False
Kitee,,True,True,False
Ivalo,IVL,True,True,False
Joensuu,JOE,True,True,False
Jyvaskyla,JYV,True,True,False
Kauhava,KAU,True,True,False
Kemi Tornio,KEM,True,True,False
Kajaani,KAJ,True,True,False
Kauhajoki,,True,True,False
Kruunupyy,KOK,True,True,False
Kemijarvi,,True,True,False
Kuusamo,KAO,True,True,False
Kittila,KTT,True,True,False
Kuopio,KUO,True,True,False
Lahti Vesivehmaa,,True,True,False
Lappeenranta,LPP,True,True,False
Mariehamn,MHQ,True,True,False
Menkijarvi,,True,True,False
Mikkeli,MIK,True,True,False
Nummela,,True,True,False
Oulu,OUL,True,True,False
Piikajarvi,,True,True,False
Pori,POR,True,True,False
Pudasjarvi,,True,True,False
Pyhasalmi,,True,True,False
Raahe Pattijoki,,True,True,False
Rantasalmi,,True,True,False
Rovaniemi,RVN,True,True,False
Rayskala,,True,True,False
Savonlinna,SVL,True,True,False
Selanpaa,,True,True,False
Sodankyla,SOT,True,True,False
Tampere Pirkkala,TMP,True,True,False
Teisko,,True,True,False
Turku,TKU,True,True,False
Utti,QVY,True,True,False
Vaasa,VAA,True,True,False
Varkaus,VRK,True,True,False
Ylivieska,,True,True,False
Belfast Intl,BFS,True,True,False
St Angelo,ENK,True,True,False
Belfast City,BHD,True,True,False
City of Derry,LDY,True,True,False
Birmingham,BHX,True,True,False
Coventry,CVT,True,True,False
Leicester,,True,True,False
Gloucestershire,GLO,True,True,False
Wolverhampton,,True,True,False
Kemble,,True,True,False
Turweston,,True,True,False
Wellesbourne Mountford,,True,True,False
Manchester,MAN,True,True,False
Manchester Woodford,,True,True,False
Chivenor,,True,True,False
St Mawgan,NQY,True,True,False
Lyneham,LYE,True,True,False
Boscombe Down,,True,True,False
Culdrose,,True,True,False
St Athan,,True,True,False
Yeovilton,YEO,True,True,False
Haverfordwest,,True,True,False
Cardiff,CWL,True,True,False
Swansea,SWS,True,True,False
Bristol,BRS,True,True,False
Liverpool,LPL,True,True,False
Luton,LTN,True,True,False
Plymouth,PLH,True,True,False
Bournemouth,BOH,True,True,False
Southampton,SOU,True,True,False
Lasham,QLA,True,True,False
Alderney,ACI,True,True,False
Guernsey,GCI,True,True,False
Jersey,JER,True,True,False
Shoreham,ESH,True,True,False
Biggin Hill,BQH,True,True,False
Gatwick,LGW,True,True,False
City,LCY,True,True,False
Farnborough,FAB,True,True,False
Chalgrove,,True,True,False
Blackbushe,BBS,True,True,False
Heathrow,LHR,True,True,False
Southend,SEN,True,True,False
Lydd,LYX,True,True,False
Manston,MSE,True,True,False
Brough,,True,True,False
Carlisle,CAX,True,True,False
Gamston,,True,True,False
Blackpool,BLK,True,True,False
Humberside,HUY,True,True,False
Walney Island,BWF,True,True,False
Leeds Bradford,LBA,True,True,False
Warton,,True,True,False
Hawarden,CEG,True,True,False
Isle Of Man,IOM,True,True,False
Newcastle,NCL,True,True,False
Durham Tees Valley Airport,MME,True,True,False
Nottingham East Midlands,EMA,True,True,False
Llanbedr,,True,True,False
Ternhill,,True,True,False
Shawbury,,True,True,False
Woodvale,,True,True,False
Kirkwall,KOI,True,True,False
Sumburgh,LSI,True,True,False
Wick,WIC,True,True,False
Dyce,ABZ,True,True,False
Inverness,INV,True,True,False
Glasgow,GLA,True,True,False
Edinburgh,EDI,True,True,False
Islay,ILY,True,True,False
Prestwick,PIK,True,True,False
Benbecula,BEB,True,True,False
Scatsta,SDZ,True,True,False
Dundee,DND,True,True,False
Stornoway,SYY,True,True,False
Tiree,TRE,True,True,False
Leuchars,ADX,True,True,False
Lossiemouth,LMO,True,True,False
Cambridge,CBG,True,True,False
Conington,,True,True,False
Norwich,NWI,True,True,False
Stansted,STN,True,True,False
North Weald,,True,True,False
Sheffield City,,True,True,False
Cranfield,,True,True,False
Exeter,EXT,True,True,False
Bristol Filton,FZO,True,True,False
Kidlington,OXF,True,True,False
Benson,,True,True,False
Lakenheath,,True,True,False
Mildenhall,MHZ,True,True,False
Wattisham,,True,True,False
Wyton,,True,True,False
Fairford,FFD,True,True,False
Brize Norton,BZZ,True,True,False
Odiham,ODH,True,True,False
Cosford,,True,True,False
Northolt,NHT,True,True,False
Coningsby,QCY,True,True,False
Dishforth,,True,True,False
Leeming,,True,True,False
Church Fenton,,True,True,False
Honington,BEQ,True,True,False
Cottesmore,,True,True,False
Scampton,,True,True,False
Wittering,,True,True,False
Linton On Ouse,,True,True,False
Waddington,WTN,True,True,False
Topcliffe,,True,True,False
Cranwell,,True,True,False
Barkston Heath,,True,True,False
Marham,KNF,True,True,False
Mount Pleasant,MPN,True,True,False
Schiphol,AMS,True,True,False
Budel,,True,True,False
Maastricht,MST,True,True,False
Deelen,,True,True,False
Drachten,,True,True,False
Eindhoven,EIN,True,True,False
Eelde,GRQ,True,True,False
Gilze Rijen,,True,True,False
De Kooy,DHR,True,True,False
Lelystad,,True,True,False
Leeuwarden,LWR,True,True,False
Rotterdam,RTM,True,True,False
Soesterberg,UTC,True,True,False
Twenthe,ENS,True,True,False
Valkenburg,LID,True,True,False
Woensdrecht,WOE,True,True,False
Cork,ORK,True,True,False
Galway,GWY,True,True,False
Dublin,DUB,True,True,False
Ireland West Knock,NOC,True,True,False
Kerry,KIR,True,True,False
Casement,,True,True,False
Shannon,SNN,True,True,False
Sligo,SXL,True,True,False
Waterford,WAT,True,True,False
Aarhus,AAR,True,True,False
Billund,BLL,True,True,False
Kastrup,CPH,True,True,False
Esbjerg,EBJ,True,True,False
Gronholt Hillerod,,True,True,False
Karup,KRP,True,True,False
Laeso,,True,True,False
Lolland Falster Maribo,,True,True,False
Odense,ODE,True,True,False
Krusa Padborg,,True,True,False
Roskilde,RKE,True,True,False
Bornholm Ronne,RNN,True,True,False
Sonderborg,SGD,True,True,False
Skrydstrup,SKS,True,True,False
Skive,,True,True,False
Thisted,TED,True,True,False
Kolding Vamdrup,,True,True,False
Vagar,FAE,True,True,False
Aars,,True,True,False
Stauning,STA,True,True,False
Aalborg,AAL,True,True,False
Luxembourg,LUX,True,True,False
Vigra,AES,True,True,False
Andenes,ANX,True,True,False
Alta,ALF,True,True,False
Bomoen,,True,True,False
Bronnoy,BNN,True,True,False
Bodo,BOO,True,True,False
Flesland,BGO,True,True,False
Batsfjord,BJF,True,True,False
Kjevik,KRS,True,True,False
Dagali,,True,True,False
Bardufoss,BDU,True,True,False
Evenes,EVE,True,True,False
Leirin,VDB,True,True,False
Floro,FRO,True,True,False
Gardermoen,OSL,True,True,False
Karmoy,HAU,True,True,False
Hasvik,HAA,True,True,False
Kvernberget,KSU,True,True,False
Kjeller,,True,True,False
Hoybuktmoen,KKN,True,True,False
Lista,FAN,True,True,False
Aro,MOL,True,True,False
Kjaerstad,MJF,True,True,False
Banak,LKL,True,True,False
Notodden,NTB,True,True,False
Orland,OLA,True,True,False
Roros,RRS,True,True,False
Moss,RYG,True,True,False
Longyear,LYR,True,True,False
Geiteryggen,SKE,True,True,False
Sorstokken,SRP,True,True,False
Stokka,SSJ,True,True,False
Langnes,TOS,True,True,False
Torp,TRF,True,True,False
Vaernes,TRD,True,True,False
Sola,SVG,True,True,False
Babice,,True,True,False
Lech Walesa,GDN,True,True,False
Balice,KRK,True,True,False
Muchowiec,,True,True,False
Pyrzowice,KTW,True,True,False
Mielec,,True,True,False
Lawica,POZ,True,True,False
Jasionka,RZE,True,True,False
Goleniow,SZZ,True,True,False
Redzikowo,OSP,True,True,False
Swidwin,,True,True,False
Okecie,WAW,True,True,False
Strachowice,WRO,True,True,False
Babimost,IEG,True,True,False
Malmen,,True,True,False
Bravalla,,True,True,False
Uppsala,,True,True,False
Ronneby,RNB,True,True,False
Rada,,True,True,False
Landvetter,GOT,True,True,False
Jonkoping,JKG,True,True,False
Falkoping,,True,True,False
Lidkoping,LDK,True,True,False
Save,GSE,True,True,False
Skovde,KVB,True,True,False
Trollhattan Vanersborg,THN,True,True,False
Karlsborg,,True,True,False
Satenas,,True,True,False
Barkarby,,True,True,False
Karlskoga,KSK,True,True,False
Mora,MXX,True,True,False
Skavsta,NYO,True,True,False
Arvika,,True,True,False
Emmaboda,,True,True,False
Feringe,,True,True,False
Kristianstad,KID,True,True,False
Landskrona,JLD,True,True,False
Oskarshamn,OSK,True,True,False
Anderstorp,,True,True,False
Kalmar,KLR,True,True,False
Sturup,MMX,True,True,False
Halmstad,HAD,True,True,False
Hagshult,,True,True,False
Kronoberg,VXO,True,True,False
Hallviken,,True,True,False
Hedlanda,,True,True,False
Sveg,EVG,True,True,False
Gallivare,GEV,True,True,False
Hudiksvall,HUV,True,True,False
Jokkmokk,,True,True,False
Kramfors Solleftea,KRF,True,True,False
Lycksele,LYC,True,True,False
Optand,,True,True,False
Sundsvall Harnosand,SDL,True,True,False
Ornskoldsvik,OER,True,True,False
Pitea,,True,True,False
Kiruna,KRN,True,True,False
Orsa,,True,True,False
Skelleftea,SFT,True,True,False
Sattna,,True,True,False
Umea,UME,True,True,False
Vilhelmina,VHM,True,True,False
Arvidsjaur,AJR,True,True,False
Orebro,ORB,True,True,False
Vasteras,VST,True,True,False
Kallax,LLA,True,True,False
Vidsel,,True,True,False
Arboga,,True,True,False
Arlanda,ARN,True,True,False
Bromma,BMA,True,True,False
Borlange,BLE,True,True,False
Hultsfred,HLF,True,True,False
Gavle,GVX,True,True,False
Saab,LPI,True,True,False
Kungsangen,NRK,True,True,False
Eskilstuna,,True,True,False
Visby,VBY,True,True,False
Kalixfors,,True,True,False
Spangdahlem Ab,SPM,True,True,False
Ramstein Ab,RMS,True,True,False
Bamberg Aaf,,True,True,False
Giebelstadt Aaf,GHF,True,True,False
Buckeburg,,True,True,False
Celle,ZCN,True,True,False
Rheine Bentlage,,True,True,False
Fritzlar,,True,True,False
Laupheim,,True,True,False
Mendig,,True,True,False
Niederstetten,,True,True,False
Roth,,True,True,False
Fassberg,,True,True,False
Grafenwohr Aaf,,True,True,False
Hanau Aaf,ZNF,True,True,False
Hohenfels Aaf,,True,True,False
Kitzingen Aaf,,True,True,False
Nordholz,,True,True,False
Diepholz,,True,True,False
Geilenkirchen,GKE,True,True,False
Hohn,,True,True,False
Jever,,True,True,False
Laage,RLG,True,True,False
Norvenich,,True,True,False
Schleswig,,True,True,False
Wittmundhafen,,True,True,False
Neubrandenburg,,True,True,False
Wunstorf,,True,True,False
Vilseck Aaf,,True,True,False
Coleman Aaf,,True,True,False
Wiesbaden Aaf,,True,True,False
Landsberg Lech,,True,True,False
Buchel,,True,True,False
Erding,,True,True,False
Furstenfeldbruck,FEL,True,True,False
Holzdorf,,True,True,False
Ingolstadt Manching,,True,True,False
Lechfeld,,True,True,False
Neuburg,,True,True,False
Gutersloh,GUT,True,True,False
Alexander Bay,ALJ,True,True,False
Aggeneys,AGZ,True,True,False
Brakpan,,True,True,False
Bhisho,BIY,True,True,False
Bloemfontein Intl,BFN,True,True,False
Bethlehem,,True,True,False
Bothaville,,True,True,False
Cape Town Intl,CPT,True,True,False
Calvinia,,True,True,False
Durban Intl,DUR,True,True,False
East London,ELS,True,True,False
Ermelo,,True,True,False
Ficksburg Sentraoes,,True,True,False
Grand Central,GCJ,True,True,False
George,GRJ,True,True,False
Graaff Reinet,,True,True,False
Grahamstown,,True,True,False
Greytown,,True,True,False
Harmony,,True,True,False
Harrismith,,True,True,False
Hoedspruit Afb,HDS,True,True,False
Gariep Dam,,True,True,False
Johannesburg Intl,JNB,True,True,False
P C Pelser,,True,True,False
Kimberley,KIM,True,True,False
Krugersdorp,,True,True,False
Kroonstad,,True,True,False
Johan Pienaar,,True,True,False
Kleinsee,KLZ,True,True,False
Lanseria,HLA,True,True,False
Lichtenburg,,True,True,False
Makhado Afb,,True,True,False
Langebaanweg,,True,True,False
Ladysmith,LAY,True,True,False
Middelburg,,True,True,False
Margate,MGH,True,True,False
Marble Hall,,True,True,False
Majuba Power Station,,True,True,False
Susse,,True,True,False
Malelane,,True,True,False
Messina,MEZ,True,True,False
Mkuzi,,True,True,False
Newcastle,NCS,True,True,False
Nylstroom,,True,True,False
Overberg,,True,True,False
Oudtshoorn,DUH,True,True,False
Port Elizabeth Intl,PLZ,True,True,False
Plettenberg Bay,,True,True,False
Phalaborwa,PHW,True,True,False
Polokwane International,PTG,True,True,False
Port St Johns,,True,True,False
Pietermaritzburg,PZB,True,True,False
Pilanesberg Intl,NTY,True,True,False
Polokwane Intl,,True,True,False
Potchefstroom,,True,True,False
Parys,,True,True,False
Queenstown,UTW,True,True,False
Richards Bay,RCB,True,True,False
Rustenburg,,True,True,False
Robertson,,True,True,False
Springbok,SBU,True,True,False
Secunda,,True,True,False
Saldanha Vredenburg,,True,True,False
Springs,,True,True,False
Swartkop,,True,True,False
Sishen,SIS,True,True,False
Hendrik Swellengrebel,,True,True,False
Skukuza,SZK,True,True,False
Tommys Fld,,True,True,False
New Tempe,,True,True,False
Tutuka Power Station,,True,True,False
Tzaneen,LTA,True,True,False
Prince Mangosuthu Buthelezi,ULD,True,True,False
Upington,UTN,True,True,False
Mthatha,UTT,True,True,False
Vryburg,VRU,True,True,False
Virginia,VIR,True,True,False
Vredendal,,True,True,False
Vereeniging,,True,True,False
Wonderboom,PRY,True,True,False
Witbank,,True,True,False
Waterkloof Afb,,True,True,False
